,duration,protocolType,srcBytes,dstBytes,srvCount,dst_host_same_src_port_rate
213,0,tcp,313,8549,4,0.0
214,0,tcp,0,0,22,0.0
215,0,tcp,0,0,12,0.0
216,0,tcp,285,6008,3,0.01
217,0,tcp,226,1411,23,0.03
218,0,tcp,256,12984,1,0.03
219,1,tcp,3740,449,3,0.01
220,0,tcp,224,449,11,0.03
221,0,tcp,0,0,3,0.0
222,4,tcp,832,0,1,1.0
223,0,tcp,0,0,20,0.0
224,0,icmp,8,0,50,1.0
225,0,tcp,201,169,7,0.03
226,0,tcp,285,304,34,0.01
227,0,tcp,0,0,24,0.0
228,0,tcp,7422,0,8,0.17
229,0,tcp,198,12884,2,0.5
230,20,tcp,2310,328,3,0.0
231,0,tcp,331,955,6,0.03
232,0,icmp,65,0,2,0.06
233,0,udp,28,0,4,0.28
234,0,udp,45,77,173,0.0
235,0,tcp,0,0,3,0.0
236,0,tcp,0,0,7,0.0
237,0,tcp,0,0,2,0.0
238,0,tcp,9,142,1,0.0
239,0,tcp,283,912,2,0.01
240,0,tcp,221,1789,10,0.01
241,0,icmp,18,0,1,1.0
242,0,tcp,0,0,2,0.0
243,0,tcp,0,0,2,0.0
244,0,tcp,0,0,8,0.0
245,0,tcp,302,1380,5,0.0
246,0,tcp,0,0,9,0.0
247,0,icmp,8,0,21,1.0
248,0,tcp,0,0,20,0.0
249,0,tcp,355,870,28,0.0
250,0,icmp,8,0,23,1.0
251,18,tcp,106,1468,1,0.01
252,0,tcp,286,1423,16,0.02
253,9235,tcp,1,0,2,1.0
254,0,tcp,0,0,1,1.0
255,0,icmp,1032,0,46,0.18
256,0,tcp,168,9551,2,0.01
257,0,tcp,238,864,39,0.01
258,0,tcp,0,0,1,0.36
259,0,tcp,291,10369,6,0.08
260,0,tcp,0,0,22,0.0
261,0,tcp,749,330,1,0.04
262,0,tcp,198,6924,12,0.0
263,0,tcp,0,0,11,0.0
264,0,tcp,167,709,4,0.2
265,0,tcp,241,851,35,0.01
266,0,tcp,337,3360,6,0.0
267,0,tcp,729,328,1,0.01
268,0,icmp,8,0,44,1.0
269,0,tcp,0,0,1,0.0
270,0,tcp,222,1483,3,0.01
271,0,tcp,0,0,14,0.0
272,0,tcp,0,0,1,0.14
273,0,udp,46,134,225,0.0
274,0,tcp,246,2719,1,1.0
275,0,tcp,222,771,8,0.02
276,0,tcp,0,0,10,0.0
277,0,tcp,0,0,12,0.0
278,409,tcp,279,9598,1,0.0
279,0,tcp,226,651,12,0.01
280,0,tcp,299,447,44,0.0
281,0,tcp,0,0,6,0.01
282,0,tcp,12,0,2,0.36
283,0,tcp,281,1951,31,0.01
284,0,tcp,0,0,25,0.0
285,0,udp,42,42,6,0.01
286,0,tcp,0,0,7,0.0
287,0,tcp,0,0,9,0.0
288,0,tcp,263,453,15,0.0
289,36613,tcp,1,0,2,1.0
290,0,tcp,0,0,1,0.0
291,0,tcp,0,0,15,0.0
292,0,tcp,0,0,4,0.0
293,0,tcp,283,1980,18,0.06
294,0,tcp,161,5530,2,0.5
295,0,tcp,211,321,11,0.0
296,0,tcp,201,1701,7,0.03
297,0,icmp,8,0,25,1.0
298,0,udp,147,0,1,0.95
299,0,tcp,0,0,16,0.0
300,0,tcp,567,0,1,0.25
301,0,tcp,0,0,2,0.0
302,0,tcp,0,0,16,0.0
303,5043,tcp,5131424,0,7,1.0
304,0,tcp,320,420,7,0.01
305,0,icmp,8,0,35,1.0
306,0,tcp,0,0,2,0.01
307,0,tcp,204,1229,4,0.02
308,0,tcp,0,0,1,0.15
309,0,tcp,10389,0,1,0.31
310,0,tcp,0,0,13,0.0
311,0,tcp,344,573,60,0.0
312,0,tcp,0,0,16,0.0
313,0,tcp,0,0,19,0.0
314,0,tcp,243,821,19,0.01
315,0,icmp,1032,0,213,1.0
316,0,icmp,8,0,45,1.0
317,0,tcp,0,0,1,0.0
318,0,udp,105,146,2,0.01
319,0,tcp,0,0,17,0.0
320,1,tcp,1080,327,2,0.0
321,0,tcp,0,0,7,0.0
322,0,tcp,0,0,3,0.0
323,0,tcp,0,0,2,0.0
324,0,tcp,657,326,1,0.0
325,0,tcp,0,0,7,0.0
326,0,tcp,284,765,9,0.01
327,0,tcp,261,15455,22,0.0
328,0,tcp,317,315,2,0.0
329,0,udp,33,0,8,0.14
330,0,tcp,0,0,1,0.56
331,0,tcp,0,0,1,0.64
332,0,udp,44,70,197,0.01
333,0,tcp,215,584,9,0.0
334,0,tcp,0,0,9,0.0
335,0,tcp,332,2844,14,0.01
336,1,tcp,978,334,3,0.01
337,0,tcp,296,5670,10,0.01
338,0,tcp,0,0,13,0.0
339,0,tcp,0,0,10,0.0
340,0,tcp,214,9986,11,0.02
341,0,tcp,0,0,7,0.0
342,0,udp,48,48,1,0.55
343,0,tcp,226,1301,5,0.07
344,0,tcp,0,0,17,0.0
345,0,icmp,78,0,8,0.06
346,0,tcp,0,0,2,0.0
347,0,tcp,0,0,1,0.12
348,0,tcp,0,0,19,0.0
349,0,tcp,0,0,1,0.03
350,0,tcp,0,0,1,0.51
351,0,tcp,294,3327,19,0.02
352,0,tcp,0,0,3,0.0
353,0,tcp,220,1249,7,0.01
354,0,tcp,0,0,1,0.0
355,0,tcp,196,3282,9,0.0
356,0,tcp,0,0,30,0.0
357,0,tcp,327,4482,8,0.02
358,0,tcp,0,0,3,0.0
359,0,tcp,319,0,2,0.33
360,0,tcp,1087,302,1,0.0
361,0,tcp,210,3754,18,0.02
362,0,tcp,0,0,19,0.0
363,0,tcp,0,0,1,0.08
364,0,tcp,234,6282,6,0.01
365,0,icmp,8,0,18,1.0
366,0,tcp,54540,8314,1,0.0
367,0,tcp,237,1461,3,0.02
368,0,tcp,0,0,10,0.01
369,0,tcp,0,0,10,0.0
370,0,tcp,200,955,3,0.0
371,0,tcp,219,657,9,0.04
372,0,tcp,284,5921,1,0.02
373,0,tcp,0,0,12,0.0
374,0,tcp,325,426,5,0.01
375,0,tcp,0,0,6,0.0
376,0,icmp,30,0,1,1.0
377,0,tcp,335,7902,8,1.0
378,0,udp,36,0,4,1.0
379,0,tcp,0,0,3,0.0
380,0,udp,43,43,188,0.01
381,0,tcp,0,0,8,0.0
382,0,tcp,0,0,1,0.17
383,0,tcp,0,0,12,0.0
384,0,tcp,0,0,19,0.0
385,0,tcp,216,1956,21,0.08
386,0,tcp,0,0,8,0.0
387,0,udp,44,78,139,0.0
388,0,tcp,347,8113,7,0.0
389,1,tcp,570,280,1,0.01
390,0,tcp,219,17540,8,0.03
391,0,udp,146,0,1,0.88
392,0,tcp,0,0,1,0.0
393,0,tcp,0,0,8,0.01
394,0,tcp,0,0,15,0.0
395,0,tcp,0,0,15,0.0
396,31401,tcp,1,0,2,1.0
397,0,tcp,0,0,11,0.0
398,0,icmp,18,0,1,1.0
399,0,tcp,0,4,1,0.04
400,0,tcp,233,581,26,0.0
401,0,tcp,0,0,19,0.0
402,0,tcp,276,0,1,0.17
403,0,udp,44,139,157,0.0
404,0,icmp,8,0,27,1.0
405,7805,tcp,1828,148722,1,0.02
406,0,tcp,200,764,12,0.04
407,0,udp,46,46,20,0.0
408,0,tcp,0,0,19,0.0
409,0,tcp,0,0,13,0.01
410,0,tcp,216,5284,9,0.01
411,0,tcp,0,0,9,0.0
412,0,tcp,234,997,28,0.0
413,0,tcp,220,1643,25,0.04
414,0,tcp,0,0,3,0.0
415,0,udp,105,146,1,0.01
416,0,tcp,0,0,1,0.08
417,0,tcp,0,0,16,0.0
418,0,tcp,0,0,2,0.0
419,0,tcp,0,0,8,0.0
420,0,tcp,288,2881,16,0.07
421,0,tcp,0,0,3,0.0
422,0,tcp,0,0,6,0.0
423,0,udp,1,0,1,0.6
424,0,udp,28,0,21,0.08
425,0,tcp,279,494,2,0.0
426,0,icmp,1032,0,486,1.0
427,0,tcp,192,0,3,0.45
428,7,tcp,105,1401,1,0.01
429,0,tcp,0,0,1,0.04
430,10,tcp,1330,282,1,0.0
431,0,icmp,520,0,457,1.0
432,0,tcp,0,0,4,0.02
433,0,tcp,230,362,18,0.01
434,0,udp,44,110,151,0.0
435,0,tcp,271,3582,12,0.08
436,0,tcp,179,1668,6,0.02
437,0,tcp,852,0,6,0.13
438,0,tcp,222,310,13,0.01
439,0,tcp,314,4137,7,0.0
440,0,tcp,0,0,10,0.0
441,0,tcp,230,6880,17,0.04
442,0,tcp,0,0,6,0.0
443,0,tcp,0,0,1,0.0
444,0,tcp,857,327,1,0.01
445,0,tcp,234,1707,9,0.11
446,0,icmp,1032,0,511,0.78
447,0,udp,28,0,68,0.27
448,0,tcp,0,0,7,0.0
449,0,tcp,215,6367,9,0.0
450,0,udp,46,46,215,0.0
451,0,udp,105,146,1,0.0
452,0,tcp,0,0,18,0.0
453,0,tcp,0,0,16,0.0
454,0,tcp,0,0,15,0.0
455,0,tcp,305,2507,4,0.0
456,0,tcp,0,0,13,0.0
457,0,tcp,336,15767,12,0.01
458,0,tcp,0,0,2,0.0
459,0,tcp,0,0,14,0.0
460,5784,udp,147,105,1,0.82
461,0,tcp,335,1212,3,0.14
462,0,tcp,0,0,17,0.01
463,0,tcp,339,241,1,0.01
464,0,tcp,317,3245,4,0.0
465,0,tcp,0,0,19,0.0
466,0,tcp,54540,8314,2,0.01
467,0,tcp,0,0,2,0.0
468,0,udp,42,131,160,0.0
469,0,tcp,986,368,1,0.01
470,0,tcp,0,0,4,0.0
471,0,icmp,183,0,4,0.16
472,0,tcp,0,0,3,0.0
473,0,tcp,405,23786,1,0.11
474,0,tcp,0,0,21,0.0
475,0,tcp,785,327,1,0.02
476,0,tcp,258,4302,1,0.03
477,0,tcp,0,0,6,0.0
478,0,icmp,8,0,28,1.0
479,0,tcp,318,2649,5,0.2
480,0,tcp,0,0,1,0.0
481,0,tcp,0,0,18,0.0
482,0,tcp,0,0,4,0.0
483,0,tcp,216,1240,8,0.01
484,1,tcp,0,0,2,0.13
485,0,tcp,291,320,3,0.02
486,0,tcp,224,546,21,0.05
487,0,tcp,0,0,5,0.0
488,0,tcp,0,0,1,0.0
489,542,udp,17,42,1,0.04
490,0,tcp,0,0,15,0.0
491,0,udp,29,29,3,0.0
492,0,udp,105,147,1,0.01
493,0,icmp,30,0,1,0.09
494,0,tcp,325,12884,9,0.01
495,0,tcp,0,0,20,0.0
496,0,tcp,0,0,1,0.05
497,0,tcp,12,0,2,0.63
498,0,tcp,212,828,9,0.01
499,0,tcp,240,1475,12,0.0
500,0,tcp,292,13206,5,0.2
501,0,tcp,172,12793,2,0.0
502,0,tcp,0,0,9,0.0
503,0,tcp,310,788,3,0.0
504,0,udp,44,128,84,0.0
505,0,udp,145,0,1,0.9
506,1,tcp,1238,2451,1,0.0
507,0,icmp,8,0,7,1.0
508,0,udp,45,45,167,0.0
509,0,tcp,0,0,1,1.0
510,2,tcp,1551,362,2,0.33
511,4,tcp,1308,328,1,0.5
512,0,tcp,356,1125,3,0.03
513,0,tcp,364,6914,13,0.0
514,0,tcp,331,776,14,0.01
515,0,icmp,30,0,1,0.55
516,0,tcp,0,0,7,0.0
517,0,tcp,0,0,17,0.0
518,0,tcp,247,7546,14,0.01
519,0,tcp,300,1841,43,0.02
520,0,tcp,0,0,16,0.0
521,0,tcp,355,2109,26,0.03
522,0,tcp,0,0,14,0.01
523,0,tcp,316,1260,9,0.0
524,0,udp,44,136,300,0.0
525,30,tcp,1458,4152,1,0.01
526,0,tcp,0,0,14,0.0
527,10455,udp,146,105,2,0.87
528,0,tcp,0,0,1,1.0
529,0,tcp,0,0,14,0.0
530,0,udp,1,0,2,0.35
531,0,tcp,0,0,16,0.0
532,0,tcp,0,0,9,0.0
533,10326,udp,146,105,2,1.0
534,0,tcp,0,0,2,0.0
535,0,tcp,13794,2966,2,0.01
536,0,tcp,0,0,20,0.0
537,0,tcp,911,325,1,0.06
538,0,tcp,0,0,9,0.03
539,0,tcp,280,3332,2,0.1
540,0,tcp,0,0,4,0.0
541,0,tcp,0,0,20,0.0
542,0,udp,41,41,166,0.01
543,0,tcp,10,139,1,0.01
544,0,tcp,311,488,11,0.01
545,0,tcp,281,1745,2,0.03
546,0,tcp,297,1285,8,0.12
547,0,tcp,0,0,2,0.0
548,0,udp,43,72,264,0.0
549,0,tcp,0,0,15,0.01
550,0,tcp,334,0,1,1.0
551,0,icmp,8,0,15,1.0
552,0,tcp,215,9399,23,0.01
553,0,tcp,0,0,3,0.0
554,0,tcp,0,0,2,0.02
555,0,udp,516,4,151,1.0
556,0,tcp,0,0,1,0.05
557,0,tcp,0,0,7,0.0
558,0,tcp,0,0,10,0.0
559,0,tcp,0,0,15,0.0
560,28,udp,44,44,5,0.01
561,0,tcp,0,0,16,0.0
562,0,tcp,676,328,1,0.01
563,0,tcp,334,455,9,0.01
564,0,tcp,0,0,2,0.0
565,0,tcp,0,0,18,0.0
566,0,tcp,204,1596,24,0.02
567,0,icmp,520,0,139,1.0
568,0,tcp,0,0,6,0.0
569,0,tcp,192,301,9,0.11
570,0,icmp,18,0,1,1.0
571,0,tcp,0,0,2,0.0
572,0,tcp,0,0,13,0.0
573,0,tcp,0,0,4,0.0
574,0,tcp,256,4486,1,0.0
575,0,icmp,64,0,1,1.0
576,0,udp,46,136,210,0.01
577,0,tcp,0,0,17,0.0
578,0,tcp,220,253,24,0.06
579,0,udp,41,117,43,0.0
580,0,tcp,248,2313,36,0.04
581,0,tcp,1250,2451,1,0.0
582,0,tcp,0,0,20,0.0
583,0,udp,44,70,127,0.0
584,202,tcp,209,1824,1,0.01
585,0,tcp,5891,0,1,0.23
586,0,icmp,8,0,39,1.0
587,0,tcp,276,1767,6,0.03
588,0,tcp,231,2304,13,0.0
589,0,tcp,0,0,12,0.0
590,0,tcp,312,422,15,0.0
591,41285,tcp,1,0,2,0.56
592,0,tcp,0,0,18,0.0
593,0,udp,29,0,2,0.15
594,0,tcp,13239,0,4,0.33
595,0,tcp,0,0,4,0.0
596,0,tcp,8,223,1,0.01
597,0,tcp,0,0,22,0.0
598,0,udp,44,79,255,0.0
599,0,tcp,0,0,9,0.0
600,0,tcp,0,0,16,0.0
601,0,tcp,324,10647,2,0.09
602,0,tcp,0,0,4,0.0
603,0,icmp,18,0,1,1.0
604,0,tcp,355,657,16,0.0
605,13488,tcp,1,0,2,1.0
606,0,tcp,0,0,10,0.01
607,0,tcp,54540,8314,4,0.01
608,0,tcp,205,253,11,0.0
609,0,tcp,0,0,12,0.0
610,0,tcp,325,753,9,0.0
611,0,tcp,0,0,1,0.0
612,0,tcp,232,193,1,0.11
613,4,tcp,886,326,1,0.01
614,0,tcp,319,3432,9,0.11
615,0,tcp,0,0,6,0.0
616,0,tcp,0,0,1,0.02
617,0,tcp,147,12141,12,0.08
618,1,tcp,1451,330,2,0.01
619,0,tcp,54540,8314,3,0.0
620,0,tcp,235,1889,19,1.0
621,25,tcp,0,0,1,0.7
622,0,tcp,0,0,1,1.0
623,0,tcp,299,1540,29,0.03
624,0,tcp,0,0,8,0.0
625,0,tcp,0,0,23,0.0
626,0,tcp,0,0,4,0.0
627,0,tcp,0,0,8,0.0
628,0,tcp,237,241,66,0.0
629,0,tcp,0,0,16,0.0
630,3047,udp,146,105,1,0.96
631,0,tcp,0,0,1,1.0
632,1327,udp,146,105,1,0.95
633,0,tcp,202,1923,17,0.05
634,0,tcp,0,0,5,0.0
635,0,tcp,383,0,2,0.24
636,0,tcp,345,2254,4,0.04
637,0,tcp,278,6546,7,0.14
638,0,tcp,0,0,14,0.0
639,0,tcp,196,16143,33,0.0
640,0,tcp,0,0,2,0.0
641,0,tcp,277,2253,17,0.06
642,0,tcp,203,578,19,0.0
643,0,tcp,0,0,1,0.33
644,860,udp,147,105,1,0.94
645,0,tcp,0,0,15,0.0
646,0,tcp,0,0,1,0.0
647,0,tcp,0,0,6,0.0
648,0,tcp,0,0,4,0.0
649,0,tcp,367,5199,4,0.01
650,0,tcp,0,0,1,0.78
651,0,tcp,257,23051,4,0.02
652,0,icmp,8,0,41,1.0
653,0,udp,44,44,105,0.0
654,0,udp,128,44,68,0.28
655,0,tcp,254,523,20,0.01
656,0,tcp,225,22996,39,0.0
657,0,tcp,775,331,1,0.01
658,475,tcp,314,266,12,0.0
659,0,tcp,0,0,9,0.0
660,8,tcp,525,335,2,0.01
661,0,tcp,0,0,1,0.0
662,0,udp,1,0,8,1.0
663,0,tcp,213,37327,4,0.33
664,0,tcp,190,8654,4,0.01
665,0,tcp,0,0,1,0.0
666,0,udp,28,0,88,0.35
667,0,tcp,0,0,17,0.0
668,27,tcp,1067,3081,1,0.0
669,0,udp,126,44,253,0.25
670,0,tcp,333,2547,4,0.0
671,0,tcp,0,0,12,0.0
672,0,tcp,4491,0,1,0.25
673,0,tcp,0,0,15,0.0
674,0,tcp,54540,8314,4,0.25
675,0,tcp,239,255,25,0.0
676,0,tcp,0,0,1,0.12
677,2,tcp,1258,359,1,0.0
678,0,tcp,0,0,11,0.01
679,0,tcp,0,0,3,0.0
680,0,tcp,0,0,1,1.0
681,0,udp,42,65,104,0.01
682,0,tcp,224,1270,18,0.0
683,0,tcp,231,3215,1,0.02
684,5065,udp,147,105,1,0.96
685,0,udp,44,72,256,0.0
686,0,icmp,183,0,1,0.09
687,0,tcp,0,0,6,0.0
688,0,tcp,0,0,2,0.0
689,0,tcp,125,179,1,0.25
690,0,tcp,13,40,1,0.01
691,0,tcp,233,4759,14,0.01
692,0,icmp,30,0,1,0.35
693,0,tcp,0,0,3,0.0
694,0,tcp,278,7958,2,0.33
695,0,tcp,0,0,1,0.42
696,0,tcp,0,0,2,0.0
697,0,tcp,237,5193,48,1.0
698,0,tcp,301,2698,9,0.01
699,0,tcp,246,3295,6,0.03
700,0,tcp,230,12471,7,0.0
701,0,udp,46,82,230,0.0
702,1985,udp,147,105,1,0.92
703,0,tcp,0,0,5,0.0
704,0,tcp,641,0,2,0.08
705,0,udp,28,0,99,0.26
706,0,tcp,0,0,20,0.0
707,0,tcp,82,1,1,1.0
708,0,tcp,0,0,16,0.0
709,0,tcp,0,0,1,0.0
710,0,tcp,0,0,7,0.0
711,0,udp,46,80,54,0.01
712,0,tcp,0,0,8,0.0
713,0,tcp,0,0,2,0.0
714,0,tcp,376,345,1,0.01
715,0,tcp,0,0,19,0.0
716,5,udp,105,146,2,0.01
717,0,tcp,334,0,1,1.0
718,0,tcp,0,0,20,0.0
719,0,icmp,30,0,1,0.54
720,0,tcp,1053,329,1,0.01
721,0,udp,46,130,146,0.0
722,0,udp,45,119,147,0.0
723,1,tcp,1539,395,1,0.0
724,0,tcp,0,0,4,0.0
725,0,tcp,0,0,5,0.0
726,0,tcp,358,1758,1,0.0
727,0,udp,44,133,151,0.0
728,0,tcp,282,1227,32,0.01
729,0,tcp,323,1509,16,0.0
730,0,udp,105,105,1,0.01
731,0,tcp,218,358,13,0.09
732,0,tcp,0,0,2,0.0
733,0,tcp,0,0,20,0.0
734,0,tcp,329,303,33,0.02
735,0,tcp,788,328,1,0.02
736,0,tcp,311,4591,21,0.05
737,0,tcp,0,0,22,0.02
738,0,tcp,0,0,11,0.0
739,0,tcp,35,130,1,0.01
740,0,icmp,1032,0,511,0.46
741,0,tcp,0,0,1,0.0
742,0,tcp,0,0,15,0.0
743,0,tcp,59,0,16,0.28
744,0,tcp,0,0,7,0.0
745,0,tcp,226,1022,24,0.04
746,0,tcp,203,2108,15,0.02
747,8,tcp,2544,333,1,0.01
748,0,icmp,1032,0,511,0.26
749,0,tcp,327,6721,5,0.0
750,0,tcp,0,0,4,0.0
751,0,tcp,0,0,3,0.0
752,0,tcp,0,0,1,0.33
753,0,tcp,0,0,12,0.0
754,0,tcp,0,0,18,0.0
755,0,tcp,54540,8314,2,0.01
756,0,tcp,0,0,1,0.27
757,0,tcp,0,0,15,0.0
758,0,udp,28,0,27,0.11
759,0,icmp,8,0,36,1.0
760,0,tcp,0,0,5,0.07
761,0,tcp,0,0,7,0.0
762,1,tcp,763,335,1,0.01
763,0,tcp,0,0,10,0.0
764,0,tcp,307,8339,5,0.2
