,duration,protocolType,srcBytes,dstBytes,srvCount,dst_host_same_src_port_rate
173,0,tcp,0,0,14,0.0
174,2079,tcp,69644,0,12,0.0
175,0,tcp,293,771,35,0.0
176,0,tcp,0,0,1,0.0
177,0,tcp,0,0,1,0.0
178,0,tcp,121,174,1,0.0
179,1,tcp,4030,332,3,0.01
180,0,icmp,508,0,321,1.0
181,0,udp,44,44,200,0.01
182,0,tcp,274,11522,2,1.0
183,0,tcp,205,398,20,0.0
184,0,udp,44,44,139,0.0
185,4,tcp,26,93,1,0.0
186,0,tcp,0,0,1,0.0
187,0,tcp,0,0,17,0.0
188,0,udp,45,45,204,0.0
189,0,tcp,0,0,17,0.0
190,0,tcp,389,1071,12,0.0
191,7510,tcp,0,44,1,0.0
192,0,tcp,0,0,13,0.0
193,0,tcp,22568,337,2,0.01
194,0,tcp,321,3413,9,0.02
195,0,udp,44,44,3,0.01
196,27,tcp,360,1172,1,0.0
197,0,tcp,26,157,1,0.0
198,0,tcp,0,0,4,0.0
199,0,udp,105,146,1,0.01
200,1,tcp,0,15,7,0.01
201,0,tcp,217,668,14,0.11
202,0,tcp,0,0,110,0.0
203,0,tcp,197,6356,19,0.0
204,0,tcp,280,303,2,0.0
205,0,tcp,0,0,1,0.0
206,0,tcp,0,0,9,0.0
207,0,tcp,0,44,1,0.0
208,0,tcp,353,1203,4,0.0
209,0,tcp,245,351,20,0.0
210,2069,tcp,72564,0,8,0.0
211,0,tcp,12,0,1,1.0
212,0,tcp,326,3942,34,0.03
213,0,tcp,276,1183,3,0.02
214,0,udp,105,0,1,0.02
215,0,icmp,1008,0,70,1.0
216,0,tcp,283,3160,26,0.0
217,0,udp,33,0,2,0.04
218,0,tcp,227,1699,7,0.14
219,0,udp,43,0,2,0.01
220,0,tcp,211,14210,13,0.03
221,0,tcp,230,327,21,0.0
222,0,udp,53,50,325,0.93
223,0,tcp,0,0,3,0.0
224,0,tcp,258,2007,10,0.01
225,0,tcp,54540,8314,6,0.0
226,0,tcp,276,1973,34,0.0
227,0,tcp,0,0,11,0.02
228,0,udp,44,71,177,0.01
229,0,tcp,234,773,38,0.0
230,0,udp,53,53,511,0.78
231,0,tcp,0,0,3,0.0
232,0,tcp,12,0,1,0.88
233,0,tcp,306,55311,9,0.0
234,0,tcp,0,0,10,0.0
235,0,icmp,1480,0,3,1.0
236,0,tcp,0,0,35,0.0
237,0,udp,53,50,505,0.85
238,902,tcp,57964,0,42,0.0
239,0,tcp,0,0,2,0.0
240,1,tcp,1376,343,2,0.01
241,0,udp,44,44,160,0.01
242,0,tcp,0,0,29,0.0
243,0,tcp,0,0,12,0.0
244,0,tcp,0,0,11,0.0
245,0,tcp,175,1724,15,0.0
246,282,tcp,164,599,1,0.0
247,0,tcp,0,0,2,0.0
248,0,tcp,0,0,2,0.0
249,0,tcp,342,665,10,0.06
250,1,tcp,1500,332,3,0.01
251,0,tcp,1710,366,3,0.0
252,4,tcp,28,93,1,0.01
253,0,tcp,140,4267,2,1.0
254,0,tcp,0,0,17,0.0
255,0,tcp,0,0,1,0.0
256,0,tcp,0,0,6,0.14
257,0,tcp,245,4461,9,0.01
258,281,tcp,164,599,1,0.0
259,0,tcp,235,12823,2,0.0
260,0,tcp,353,4627,20,0.0
261,0,tcp,12,0,1,0.23
262,0,tcp,265,3528,10,0.06
263,0,tcp,0,0,19,0.01
264,0,tcp,0,0,17,0.0
265,0,tcp,0,0,16,0.0
266,0,tcp,26,157,1,0.01
267,0,udp,44,44,4,0.01
268,0,tcp,328,2404,9,0.01
269,0,icmp,18,0,1,1.0
270,0,tcp,0,0,15,0.0
271,0,tcp,347,521,4,0.0
272,0,tcp,0,0,17,0.0
273,0,tcp,0,0,1,0.64
274,0,tcp,0,0,17,0.0
275,0,udp,52,55,508,0.82
276,0,tcp,0,0,24,0.0
277,0,tcp,268,16193,4,0.02
278,0,tcp,0,0,17,0.0
279,0,tcp,0,0,19,0.0
280,0,udp,46,51,20,0.07
281,280,tcp,283618,0,1,0.14
282,0,tcp,12,0,1,0.88
283,0,tcp,0,0,3,0.01
284,0,tcp,0,0,16,0.0
285,0,tcp,205,655,43,0.0
286,282,tcp,158,595,1,0.0
287,0,tcp,0,0,2,0.0
288,0,tcp,238,780,19,0.06
289,0,tcp,0,44,1,0.0
290,0,tcp,256,22095,13,0.01
291,0,tcp,0,0,1,0.0
292,0,tcp,0,36,1,0.01
293,0,tcp,245,3258,52,0.06
294,0,tcp,362,677,10,0.01
295,0,udp,54,53,511,0.98
296,0,tcp,0,0,7,0.0
297,0,tcp,328,2433,4,0.01
298,0,tcp,0,0,16,0.0
299,0,tcp,163,12206,1,1.0
300,0,tcp,0,0,8,0.0
301,0,tcp,54540,8315,4,0.0
302,0,udp,105,146,1,0.01
303,5,tcp,32,93,1,0.2
304,0,udp,53,51,279,0.86
305,0,tcp,204,1762,17,0.0
306,0,tcp,0,0,1,0.0
307,283,tcp,162,597,1,0.0
308,0,tcp,0,0,16,0.0
309,0,tcp,0,0,14,0.0
310,0,tcp,0,0,1,0.0
311,0,tcp,316,817,28,0.02
312,0,udp,52,55,509,0.96
313,0,tcp,373,432,21,0.0
314,0,tcp,6932,0,2,0.14
315,0,tcp,0,0,12,0.0
316,3,tcp,32,93,1,0.0
317,0,tcp,232,259,12,0.01
318,0,tcp,0,0,20,0.0
319,0,tcp,251,2984,1,0.02
320,0,tcp,287,593,25,0.17
321,1,tcp,1055,364,2,0.01
322,0,tcp,286,920,19,0.01
323,0,tcp,0,0,14,0.0
324,0,tcp,321,622,23,0.0
325,280,tcp,283618,0,2,1.0
326,0,icmp,1032,0,201,1.0
327,0,tcp,122,174,1,0.0
328,0,tcp,0,44,8,0.0
329,0,tcp,0,0,11,0.0
330,0,tcp,0,0,20,0.0
331,0,tcp,2,834163,1,0.0
332,0,tcp,0,0,5,0.0
333,0,udp,22,75,3,0.01
334,0,tcp,0,0,2,0.0
335,0,tcp,223,8620,3,0.01
336,0,tcp,237,4228,16,0.0
337,0,udp,45,44,511,0.83
338,0,tcp,0,0,9,0.0
339,0,tcp,0,0,1,0.91
340,0,tcp,0,0,20,0.0
341,0,tcp,0,0,16,0.0
342,0,tcp,301,6085,15,0.01
343,0,udp,44,71,187,0.0
344,0,tcp,54540,8314,9,0.0
345,0,udp,1,1,1,0.51
346,2,tcp,24,715,7,0.0
347,0,tcp,0,0,1,0.0
348,7587,tcp,0,44,1,0.0
349,0,udp,44,129,167,0.0
350,0,tcp,0,0,2,0.0
351,0,tcp,0,0,2,0.0
352,7,tcp,30,93,1,0.0
353,0,tcp,197,1485,17,0.0
354,0,tcp,242,15155,7,0.33
355,6,tcp,30,93,1,0.0
356,0,tcp,350,5934,5,0.0
357,0,udp,46,46,200,0.01
358,0,udp,52,52,511,0.78
359,0,tcp,0,0,5,0.0
360,0,tcp,239,60632,5,0.01
361,0,tcp,207,386,14,0.0
362,0,tcp,0,0,17,0.0
363,0,tcp,180,4443,11,0.01
364,0,tcp,339,396,11,0.0
365,0,tcp,642,331,1,0.01
366,0,udp,55,52,511,1.0
367,0,tcp,0,0,1,0.0
368,0,tcp,341,2315,32,0.0
369,0,udp,49,0,1,0.01
370,0,udp,42,42,12,0.0
371,0,tcp,0,0,9,0.0
372,0,tcp,54540,8314,37,0.0
373,0,udp,105,0,1,0.01
374,0,tcp,285,1892,7,0.01
375,0,tcp,0,0,19,0.0
376,0,tcp,123,174,2,0.0
377,4,tcp,32,93,1,0.0
378,0,tcp,0,0,3,0.01
379,0,tcp,78202,1203,15,0.0
380,0,tcp,271,5182,16,0.0
381,8213,tcp,0,15,1,0.0
382,0,tcp,0,0,4,0.0
383,0,tcp,0,44,1,0.0
384,12931,tcp,1164,160726,1,0.03
385,0,udp,46,74,160,0.01
386,0,tcp,0,0,2,0.0
387,0,tcp,1107,331,1,0.05
388,0,tcp,4539,0,18,0.57
389,20,tcp,241,769,1,0.01
390,7971,tcp,0,44,2,0.0
391,0,tcp,223,8619,7,0.02
392,0,tcp,0,0,5,0.0
393,0,tcp,0,0,1,0.0
394,0,tcp,205,2120,14,0.0
395,0,tcp,310,1656,29,0.03
396,0,icmp,1032,0,34,1.0
397,0,tcp,221,1674,37,0.0
398,0,tcp,234,1905,4,0.03
399,0,udp,56,57,510,1.0
400,0,tcp,0,0,4,0.0
401,0,tcp,315,773,32,0.0
402,0,tcp,30,217,1,0.0
403,0,tcp,0,0,19,0.0
404,0,tcp,358,490,36,0.03
405,0,tcp,0,0,5,0.0
406,0,tcp,220,770,24,0.0
407,0,udp,105,0,1,0.01
408,7646,tcp,0,44,1,0.0
409,0,tcp,0,0,8,0.0
410,0,tcp,245,2454,15,0.0
411,0,tcp,0,0,120,0.0
412,0,udp,54,54,511,0.85
413,0,tcp,0,0,1,0.0
414,0,tcp,268,1014,4,0.0
415,0,tcp,324,13335,29,0.05
416,0,tcp,54540,8314,5,0.0
417,0,tcp,0,0,9,0.0
418,1,tcp,2599,293,3,0.0
419,0,tcp,1176,368,1,0.01
420,0,tcp,0,0,2,0.0
421,0,tcp,222,827,7,0.03
422,0,tcp,252,5354,5,0.02
423,0,tcp,0,0,9,0.0
424,0,tcp,236,3222,4,0.0
425,0,tcp,868,0,1,1.0
426,1,tcp,0,36,9,0.0
427,0,tcp,0,0,1,0.23
428,0,tcp,0,0,2,0.0
429,0,udp,23,0,1,0.0
430,0,tcp,0,0,9,0.0
431,0,tcp,221,310,6,0.01
432,1,tcp,2599,293,3,0.0
433,0,udp,28,0,80,0.31
434,0,tcp,0,0,3,0.02
435,0,tcp,334,55417,1,0.01
436,0,tcp,239,2049,2,0.0
437,0,tcp,0,0,1,0.0
438,0,icmp,40008,0,3,0.23
439,4,tcp,28,93,1,0.0
440,0,tcp,222,1680,4,0.0
441,0,tcp,206,601,9,0.01
442,0,tcp,286,5989,6,0.17
443,0,tcp,272,404,9,0.02
444,0,icmp,1032,0,156,1.0
445,0,tcp,211,740,3,0.33
446,0,tcp,0,83,1,0.06
447,0,tcp,260,32017,1,0.02
448,0,udp,105,147,1,0.01
449,0,tcp,0,0,12,0.0
450,0,tcp,119,188,2,0.0
451,804,tcp,21184,0,50,0.0
452,0,tcp,0,0,3,0.0
453,0,udp,1,0,11,0.99
454,0,udp,43,43,49,0.0
455,0,tcp,218,9432,19,0.02
456,0,tcp,0,0,1,0.0
457,0,tcp,0,0,1,0.99
458,0,tcp,0,0,1,0.01
459,7590,tcp,0,44,1,0.0
460,0,tcp,209,2827,30,0.01
461,0,tcp,0,0,4,0.0
462,0,tcp,283,11422,9,0.03
463,0,tcp,198,5989,9,0.11
464,0,tcp,0,0,19,0.0
465,0,tcp,0,0,1,0.0
466,0,tcp,483,6839,2,0.0
467,0,tcp,314,1885,10,0.02
468,0,tcp,317,303,21,0.05
469,0,udp,53,53,286,0.86
470,0,tcp,0,0,12,0.0
471,0,tcp,0,0,1,0.0
472,7,tcp,30,93,1,0.0
473,0,tcp,54540,8314,13,0.0
474,0,tcp,315,11915,16,0.0
475,0,tcp,310,1934,8,0.17
476,3,tcp,0,0,2,0.95
477,0,udp,54,53,511,0.95
478,7290,tcp,0,44,1,0.0
479,0,tcp,341,342,4,0.0
480,0,tcp,356,4048,1,0.03
481,280,tcp,283618,0,1,1.0
482,2,tcp,24,109,6,0.02
483,0,tcp,207,638,14,0.0
484,0,tcp,0,0,19,0.0
485,0,udp,1,1,1,1.0
486,8027,tcp,0,44,1,0.0
487,0,tcp,320,270,11,0.0
488,0,tcp,54540,8314,6,0.0
489,0,udp,44,126,177,0.0
490,0,tcp,304,3441,22,0.05
491,0,tcp,340,247,9,0.05
492,0,tcp,0,0,4,0.0
493,0,tcp,0,0,3,0.03
494,0,tcp,0,0,1,0.0
495,0,udp,1,1,2,0.93
496,0,icmp,20,0,42,1.0
497,0,udp,43,83,172,0.01
498,0,tcp,0,0,5,0.0
499,0,udp,44,112,5,0.01
500,0,icmp,36,0,1,0.27
501,0,tcp,0,0,20,0.0
502,7566,tcp,0,44,1,0.0
503,0,tcp,0,0,17,0.0
504,0,tcp,54540,8314,10,0.0
505,0,icmp,1032,0,442,1.0
506,0,tcp,272,1379,31,0.01
507,0,tcp,123,174,2,0.0
508,0,tcp,0,0,18,0.0
509,0,udp,105,147,1,0.0
510,0,tcp,321,4405,10,0.08
511,0,tcp,0,1452,10,0.0
512,1,tcp,6,54,5,0.0
513,0,udp,47,0,1,0.01
514,0,icmp,1032,0,174,1.0
515,0,icmp,1008,0,206,1.0
516,0,icmp,8,0,34,1.0
517,2057,tcp,72564,0,11,0.0
518,0,tcp,279,705,4,0.01
519,0,tcp,0,0,11,0.0
520,0,tcp,0,0,18,0.0
521,0,tcp,768,0,10,0.45
522,0,tcp,264,2482,3,0.02
523,0,tcp,13,38,1,0.01
524,280,tcp,283618,0,2,1.0
525,0,udp,1,1,1,0.99
526,0,tcp,0,0,2,0.0
527,0,tcp,222,1420,11,0.01
528,5,tcp,26,93,1,0.01
529,2,tcp,1397,338,3,0.01
530,0,tcp,0,0,1,0.81
531,1,tcp,2599,293,2,0.0
532,0,tcp,0,0,11,0.0
533,0,tcp,252,0,2,0.11
534,288,tcp,160,597,1,0.01
535,0,tcp,0,0,2,0.0
536,0,tcp,241,197,1,1.0
537,0,tcp,236,15399,4,0.0
538,0,udp,44,134,163,0.0
539,0,tcp,247,12932,10,0.0
540,0,tcp,343,1202,1,0.01
541,0,tcp,0,0,6,0.0
542,0,tcp,293,311,3,0.11
543,0,tcp,261,4577,14,0.0
544,0,tcp,351,699,36,0.01
545,4,tcp,32,93,1,0.0
546,8,tcp,4255,367,1,0.01
547,0,tcp,0,0,11,0.0
548,0,udp,1,1,1,0.96
549,0,tcp,245,453,3,0.0
550,0,tcp,205,255,16,0.0
551,0,tcp,0,0,18,0.0
552,841,tcp,60884,0,73,0.0
553,0,tcp,173,12382,18,0.01
554,0,tcp,245,7242,7,0.04
555,0,udp,54,51,509,0.86
556,0,tcp,256,31903,3,0.01
557,0,tcp,0,0,5,0.0
558,0,tcp,193,1478,1,0.0
559,0,tcp,687,0,1,0.05
560,0,tcp,344,7177,5,0.0
561,0,tcp,238,17,9,1.0
562,0,tcp,0,0,4,0.0
563,0,icmp,1008,0,283,1.0
564,0,tcp,0,36,4,0.0
565,0,tcp,0,0,18,0.0
566,0,tcp,237,807,18,0.0
567,0,udp,42,42,4,0.0
568,0,icmp,508,0,511,0.31
569,0,udp,1,0,9,1.0
570,0,tcp,257,5320,15,0.0
571,0,tcp,239,3222,6,0.0
572,0,tcp,220,29200,2,0.05
573,0,tcp,208,567,10,0.03
574,0,udp,105,147,1,0.02
575,0,tcp,327,10931,20,0.0
576,0,icmp,1008,0,146,1.0
577,0,tcp,225,670,25,0.01
578,0,tcp,234,2547,13,0.01
579,0,tcp,319,327,8,0.04
580,0,icmp,1008,0,35,1.0
581,0,tcp,334,276,3,0.0
582,902,tcp,56504,0,61,0.0
583,0,tcp,0,0,9,0.0
584,0,tcp,12,0,1,1.0
585,0,tcp,245,2090,11,0.0
586,0,tcp,121,174,1,0.0
587,0,tcp,26,157,1,0.0
588,0,tcp,0,0,19,0.0
589,0,udp,46,0,6,0.0
590,0,icmp,520,0,511,1.0
591,0,tcp,0,0,1,0.0
592,0,tcp,321,1939,4,0.05
593,2066,tcp,56504,0,8,0.0
594,0,udp,1,0,3,1.0
595,0,udp,44,115,4,0.01
596,0,tcp,135,242,1,0.11
597,0,tcp,0,0,4,0.0
598,54451,tcp,89,3178,1,0.02
599,0,tcp,0,0,1,0.81
600,1,tcp,2599,293,3,0.0
601,0,tcp,0,0,6,0.0
602,0,tcp,209,1253,14,0.0
603,0,tcp,0,0,129,0.0
604,0,tcp,0,0,11,0.0
605,0,tcp,271,2633,3,0.01
606,0,tcp,0,0,42,0.01
607,0,tcp,303,242,11,1.0
608,0,udp,105,146,1,0.01
609,0,icmp,520,0,98,1.0
610,0,tcp,0,0,17,0.0
611,0,tcp,0,0,13,0.0
612,4,tcp,32,93,1,0.01
613,0,tcp,0,0,6,0.0
614,0,tcp,1620,331,3,0.01
615,0,tcp,0,0,1,0.99
616,0,tcp,54540,8314,4,0.0
617,0,tcp,202,1320,37,0.02
618,0,tcp,54540,8314,4,0.0
619,0,tcp,241,775,7,0.0
620,0,tcp,0,0,7,0.0
621,0,tcp,259,2169,1,0.0
622,0,tcp,12,0,1,0.93
623,0,tcp,0,0,6,0.0
624,0,tcp,0,44,1,0.0
625,0,tcp,122,174,1,0.0
626,0,udp,44,44,144,0.01
627,0,tcp,0,0,5,0.0
628,0,tcp,0,0,1,0.0
629,7400,tcp,0,44,1,0.0
630,0,tcp,0,0,7,0.0
631,0,tcp,120,174,1,0.0
632,0,tcp,211,73588,3,0.02
633,898,tcp,56504,0,22,0.0
634,0,tcp,287,678,28,0.04
635,0,tcp,0,0,2,0.0
636,0,tcp,124,174,1,0.0
637,0,tcp,0,0,2,0.0
638,0,tcp,361,1135,13,0.0
639,0,tcp,0,0,20,0.0
640,0,udp,56,56,511,0.95
641,0,icmp,20,0,55,1.0
642,4,tcp,28,93,1,0.0
643,0,tcp,0,0,115,0.0
644,0,tcp,0,0,1,0.0
645,0,udp,1,0,6,0.27
646,0,tcp,0,0,19,0.0
647,0,icmp,18,0,1,1.0
648,0,tcp,231,5322,15,0.03
649,0,tcp,150,14988,1,0.02
650,0,tcp,0,0,17,0.0
651,0,tcp,0,0,5,0.01
652,0,tcp,326,935,20,0.14
653,1,tcp,924,279,2,0.0
654,0,tcp,303,1850,4,0.0
655,0,tcp,318,21595,6,0.5
656,5,tcp,0,0,1,0.01
657,282,tcp,163,599,1,0.0
658,0,tcp,298,2361,8,0.03
659,0,tcp,268,4740,1,0.0
660,0,tcp,260,9531,3,0.01
661,4,tcp,30,93,1,0.0
662,0,tcp,26,157,1,0.01
663,0,tcp,224,356,15,0.5
664,0,tcp,225,1341,11,0.0
665,21,tcp,210,751,1,0.01
666,0,tcp,0,0,20,0.0
667,0,tcp,0,0,13,0.0
668,0,tcp,275,5223,1,0.05
669,0,tcp,323,541,4,0.11
670,4,tcp,32,93,1,0.0
671,0,udp,1,1,1,0.99
672,0,tcp,61298,0,8,0.19
673,0,udp,1,0,2,0.97
674,0,tcp,1631,331,2,0.01
675,0,tcp,212,1795,4,0.05
676,0,udp,53,54,508,0.82
677,7256,tcp,0,44,1,0.0
678,0,tcp,240,4926,11,0.03
679,8185,tcp,0,15,1,0.0
680,0,udp,32,0,6,0.24
681,0,tcp,193,2393,12,0.0
682,0,tcp,0,0,14,0.0
683,0,icmp,508,0,182,1.0
684,0,icmp,1480,0,3,1.0
685,0,udp,46,46,2,0.01
686,895,tcp,57184,1,23,0.0
687,0,tcp,0,0,12,0.0
688,0,tcp,220,3313,14,0.0
689,0,tcp,0,0,1,0.0
690,0,tcp,298,2445,34,0.0
691,0,icmp,1032,0,510,0.87
692,0,tcp,235,1380,3,0.0
693,0,tcp,361,1241,25,0.01
694,0,tcp,243,345,26,0.01
695,4,tcp,26,93,1,0.0
696,0,tcp,0,0,8,0.0
697,0,tcp,10,283,1,0.0
698,0,tcp,0,0,9,0.0
699,0,udp,44,69,123,0.0
700,0,tcp,0,0,1,0.0
701,280,tcp,283618,0,2,1.0
702,0,tcp,0,0,16,0.0
703,0,udp,115,0,13,0.11
704,0,tcp,349,884,13,0.0
705,0,tcp,16550,338,1,0.0
706,0,tcp,0,0,10,0.0
707,0,tcp,211,124,7,0.02
708,0,tcp,0,0,2,0.0
709,0,tcp,0,0,1,0.0
710,0,tcp,340,283,5,0.0
711,0,tcp,273,18347,9,0.02
712,0,tcp,0,0,1,0.0
713,0,tcp,0,0,11,0.0
714,0,tcp,0,0,13,0.0
715,0,udp,1,1,1,1.0
716,0,udp,36,0,11,1.0
717,0,tcp,0,0,1,0.0
718,0,tcp,0,0,1,0.51
719,0,tcp,218,2563,3,0.33
720,0,udp,1,0,20,0.99
721,0,udp,56,56,510,0.86
722,0,udp,53,50,511,0.91
723,0,tcp,215,171,12,0.01
724,0,icmp,1480,0,3,0.5
725,0,icmp,1032,0,206,1.0
726,0,icmp,8,0,44,1.0
727,0,tcp,0,0,1,0.0
728,0,tcp,190,0,2,0.3
729,0,tcp,330,1762,18,0.0
730,0,tcp,331,1299,33,0.0
731,0,icmp,1032,0,25,1.0
732,0,udp,105,146,1,0.01
733,0,tcp,141,4039,7,0.05
734,0,tcp,2881,0,2,0.17
735,0,tcp,0,0,1,0.0
736,0,udp,43,141,211,0.0
737,0,icmp,30,0,1,1.0
738,0,tcp,139508,0,1,0.33
739,0,tcp,0,0,17,0.0
740,0,tcp,1028,329,1,0.07
741,1,tcp,2599,293,3,0.0
742,3,tcp,54540,8314,2,0.0
743,0,tcp,317,1203,2,0.03
744,0,tcp,218,331,8,0.0
745,0,tcp,763,371,1,0.01
746,0,tcp,223,1317,19,0.01
747,0,tcp,292,4223,27,0.0
748,0,tcp,125,174,1,0.0
749,0,tcp,214,4368,1,0.0
750,0,tcp,0,0,18,0.0
751,0,icmp,1008,0,230,1.0
752,0,tcp,0,0,4,0.01
753,0,udp,55,53,327,0.99
754,0,tcp,0,15,5,0.0
755,0,tcp,338,350,14,0.0
756,0,udp,44,129,230,0.0
757,282,tcp,161,597,1,0.0
758,0,tcp,54540,7300,5,0.0
759,0,tcp,302,658,12,0.0
760,0,tcp,301,3845,17,0.0
761,280,tcp,283618,0,2,1.0
762,0,udp,42,42,16,0.01
